name;deimsid;nid;field_coor;field_coo0;field_elev
Bab;https://deims.org/79e10639-dd60-4f30-9c43-7b2bae0f359a;8209;48.3033;17.8886;190
Jalovecka dolina;https://deims.org/e13f1146-b97a-4bc5-9bc5-65322379a567;8210;49.2178;19.6719;1900
Kremnicke vrchy Ecological Experimental Station;https://deims.org/4c3159e4-4630-4309-940b-8ece71514b77;8211;48.6341;19.0689;470
IT13-Gulf of Naples;https://deims.org/0f59e22d-1db8-481e-a8b7-f2810fcfc178;8212;40.6942;14.1994;-140
Krivoklat forests and xeric grasslands;https://deims.org/09f97e46-5c37-494e-b476-d5ec32ca909a;8213;50.0028;13.8475;420
Petrohan-Ponor;https://deims.org/3d8dd081-e6c5-4233-b2bb-7a353bcab094;8214;43.1207;23.127;1490
Siljansfors Experimental Forest;https://deims.org/731d6178-0dae-429b-81f0-19b6dbeae22a;8215;60.8906;14.3764;260
Loch Grannoch;https://deims.org/18240efb-b9e1-4b18-ab5b-7e77ddc86c15;8216;55.0022;-4.28166;214
Loch Tinker;https://deims.org/17a4f45d-18ff-4266-84fe-497010dc72c9;8217;56.2286;-4.50766;420
Loch Chon;https://deims.org/e6803261-4e99-438e-b17e-3ee0525c7c70;8218;56.2118;-4.54834;92
Kindla;https://deims.org/9aa88bb6-b4a9-4569-8520-3d26643e6de9;8219;59.75;14.9;347
Gammtratten;https://deims.org/27415652-8de8-40e7-92c1-f82526116a2d;8220;63.85;18.12;475
Bl�gsj�n;https://deims.org/063cd89b-59c9-43b1-bea2-2089cf90f521;8221;59.5667;14.9;220
Masby;https://deims.org/3d5bce60-7908-4985-8484-3b06d9ba2ff8;8222;59.9167;15.25;340
Tara National Park;https://deims.org/31f51481-40c9-4047-9043-79fae33ec9a8;8223;43.9183;19.4197;1088
Kopaonik National Park;https://deims.org/6c636750-d0a7-4df3-bcdb-6146bc915496;8224;43.3018;20.8563;1302
Koviljsko-petrovaradinski rit;https://deims.org/127a5bea-daf5-48ed-8199-bf9ae6065d04;8225;45.18;20.12;70
Lago Bidighinzu;https://deims.org/3707cf71-7e04-41e3-8afc-518b293f6c07;8226;40.551715;8.666364;334
Lago Cedrino;https://deims.org/9010f9db-3d6b-4253-9604-4e10f6714000;8227;40.328;9.545;130
Lago Cuga;https://deims.org/3b9c3c88-6774-49cb-a0fa-687e6ab1ce61;8228;40.611;8.451;114
Lago Monte Lerno;https://deims.org/625a2aac-4b37-4366-8693-7d97b95759dc;8229;40.588;9.151;360
Lago Temo;https://deims.org/5bd7ec0b-8215-4764-8f4a-9b1d42c95e24;8230;40.479;8.562;223
Lago Sos Canales;https://deims.org/e8374da3-1644-460b-bd4c-bf669514dd22;8231;40.553;9.314;714
Golfo dell'Asinara;https://deims.org/1c9f9148-e8dc-4b67-ac13-ce387c5a6a2f;8232;41.057;8.291;0
Laguna di Venezia;https://deims.org/f7d94927-17be-4d3d-9810-e3c9bc91829c;8233;45.4339;12.3391;0
Lago di Garda;https://deims.org/c713db56-373c-46cc-8828-ce8cadc4f3bb;8234;45.5806;10.6205;65
LTSER Neajlov catchment;https://deims.org/a6af4965-8352-461a-84b0-0cac30559ad7;8235;45.1;24.0667;100
KISKUN LTER;https://deims.org/124f227a-787d-4378-bc29-aa94f29e1732;8236;46.8;19.3833;120
Rimov reservoir;https://deims.org/ef2ae321-6e94-4170-9616-9a54f529643c;8237;48.8328;14.4917;470
Lysina & Pluhuv Bor catchments;https://deims.org/a7cf7d23-ffa1-45f0-bb3b-82ee8fdf725a;8238;50.0333;12.6514;810
Mountain spruce forests;https://deims.org/029096be-48bc-4229-9cec-fcdef3641146;8239;49.0177;13.5792;1150
Slapy reservoir;https://deims.org/3a196242-ec1d-48fa-97f3-81fe6168a71f;8240;49.7661;14.4139;271
Glacial lakes;https://deims.org/48642756-661e-4819-b9d7-38c3c040b65e;8241;48.7833;13.8667;1008
Danube Delta Biosphere Reserve;https://deims.org/cdf8ba96-4a30-4eb7-96cc-1c81e8320989;8242;45.202807;29.343232;3
Bucegi-Piatra Craiului National Park;https://deims.org/4050c5c8-fccc-4a3c-af65-7507a064d5f5;8243;45.4333;25.3333;700
Retezat Biosphere Reserve;https://deims.org/41d84799-0ef0-48a0-ac20-ae192850c895;8244;45.4097;22.8697;1580
LTSER Northern Negev;https://deims.org/871a90b2-e372-456a-93e3-518ad1e11239;8245;31.4967;34.75;250
Kdoshim (KDO);https://deims.org/bbe2405c-cf54-4c35-8da2-8f755314aad7;8246;31.7833;35.0442;450
Arava Platform (ARV);https://deims.org/07736d90-a399-4e0c-9cce-9e676ee227a4;8247;30.4169;35.1514;20
Ramon (RMN);https://deims.org/52d25867-33e7-4f27-8e0c-4f8a74bf22e0;8248;30.75;34.8167;850
Yatir (YTR);https://deims.org/bf2cb8dd-0d38-419b-aa9c-7d53337bd98e;8249;31.34486;35.052;680
Tatra National Park;https://deims.org/f7b73d7c-068f-4406-b4e8-13e5c6e212b9;8250;49.1442;20.1692;1100
Park Shaked (PSK);https://deims.org/869ec32d-7530-4975-a9de-604374eaece6;8251;31.2833;34.6167;160
Black Sea;https://deims.org/f4193165-b4de-4dc0-a5bd-7f051be25884;8252;43.1861;27.9339;0
OZCAR-RI SNO_KARST Baget karstic experimental catchment;https://deims.org/c77eb1c9-54ce-42fc-97c2-f573666d6b9f;8253;42.9549;1.02941;920
Lake Balaton LTER Site;https://deims.org/32f08dc2-9cef-4a03-9d29-912fa2719224;8254;46.8333;17.7;104
Balaton LTSER;https://deims.org/30e906bb-7ed6-4fee-8ae9-539db55dfd35;8255;46.8333;17.7;104
Kis-Balaton Site;https://deims.org/8129fed1-37b3-48e6-b786-d416917acc72;8256;46.6333;17.1833;104
Zemaitija Integrated Monitoring Station: LTER_EU_LT_006;https://deims.org/f215361c-4fce-4cd3-90a8-bae85d96938a;8258;56;21.52;162
Lago Anterselva;https://deims.org/e8342e5a-849b-4eba-8a99-249d285b5094;8259;46.886;12.1661;1642
Passo Lavaz TRE1;https://deims.org/2356671d-683c-436a-a959-f5b3b086ae5b;8260;46.3994;12.5581;1780
Cime Bianche permafrost (IT19 Aosta Valley);https://deims.org/0cbb0b0f-7a42-424c-bb78-c68dd50b7915;8261;45.92;7.69;3100
LTSER Silva Gabreta;https://deims.org/bc72e137-dbc6-49ce-8116-e5af0ea2f924;8262;49.0177;13.5792;1000
Srebarna;https://deims.org/bc7e400a-ad18-4aeb-b11e-846362983a04;8263;44.0945;27.064;11.6
Golfo di Trieste;https://deims.org/96969205-cfdf-41d8-979f-ff881ea8dc8b;8264;45.7008;13.71;-9
Yundola;https://deims.org/06ac231a-71e6-45a5-a15b-7c17875303e8;8265;42.0649;23.8545;1403
Llyn Cwm Mynach;https://deims.org/f5f2b29c-fa67-4280-84ed-9708366ab3d1;8268;52.7958;-3.96083;287
Appennino settentrionale;https://deims.org/a9bed11f-a08d-45f7-b3fe-8f549bfdca23;8269;44.223141;10.470749;1900
Foce Saccione-Bonifica Ramitelli (Campobasso);https://deims.org/088fe3af-c5bb-4cc8-b479-fe1ea6d5be80;8270;41.9283;15.0989;5
Kilpisj�rvi Biological Station (Kilpisj�rvi LTER);https://deims.org/2cd5de60-f0f4-4499-afc7-210692906856;8271;69.0333;20.8167;500
Lago di Orta;https://deims.org/8bd7d2f8-421a-48bd-b212-04bc1e9f31d5;8272;45.817692;8.400248;290
Lake P�ij�nne LTER;https://deims.org/28a399bc-e90f-43c2-a17d-2556b9644868;8273;61.85;25.48;78
Tarvisio FRI2;https://deims.org/5907d0b6-7b4d-4260-a669-4bc0f61d1696;8274;46.4894;13.5933;820
Spanish ICP-Forests Level II Plots Network (Plot code 06 Qi);https://deims.org/8f6ff47e-046b-468b-b4b9-472f5fd025d4;8275;40.54;0.0169;750
Mihaesti-sessile oak;https://deims.org/e58ce059-0459-4086-9197-96fb4855786e;8276;45.0288;24.9958;573
Predeal-spruce;https://deims.org/ba4963e3-0164-4448-a53c-6951c10e9cd0;8277;45.5069;25.5892;1185
Spanish ICP-Forests Level II Plots Network (Plot code 10 Ppa);https://deims.org/52cc849a-2fd1-491d-a298-9bf3db884b88;8278;37.1553;-6.7325;65
Spanish ICP-Forests Level II Plots Network (Plot code 102 Ppr);https://deims.org/50374ba1-d524-4396-bd2f-a6270e7d9af8;8279;42.7381;-8.71;260
Spanish ICP-Forests Level II Plots Network (Plot code 11 Qs);https://deims.org/82a80c17-91b2-4e0d-8250-af97bcc20261;8280;40.1906;-6.4433;455
Spanish ICP-Forests Level II Plots Network (Plot code 115 Fs);https://deims.org/15184d11-901b-4f0d-8e9d-e3350109c4d5;8281;42.9998;-1.3481;900
Spanish ICP-Forests Level II Plots Network (Plot code 22 Pn);https://deims.org/ce3205f5-c3ed-4828-a279-ca0cccac5182;8282;40.3233;-0.7289;1410
Spanish ICP-Forests Level II Plots Network (Plot code 25 Ph);https://deims.org/846d8978-bd67-43db-843e-c3568c40b088;8283;38.5197;-0.6314;760
Stefanesti-oak;https://deims.org/5311dc45-04db-4358-b5fa-9ba59c044e61;8284;44.510833;26.1775;86
Spanish ICP-Forests Level II Plots Network (Plot code 26 Qi);https://deims.org/101534e3-569e-43db-867c-6dd3689f6975;8285;38.1822;-4.0789;610
Spanish ICP-Forests Level II Plots Network (Plot code 30 Ps);https://deims.org/0534178f-c40e-4247-9e34-fd174c6709f8;8286;41.8686;-2.8842;1100
Spanish ICP-Forests Level II Plots Network (Plot code 33 Qpe);https://deims.org/bce69205-cc4d-4428-be30-c47274eee024;8287;42.8664;-4.5575;1150
Spanish ICP-Forests Level II Plots Network (Plot code 37 Ppr);https://deims.org/edc104bd-a710-42dc-902e-2f8401004d95;8288;41.3536;-4.2892;800
Spanish ICP-Forests Level II Plots Network (Plot code 54 Ph);https://deims.org/0584f4b7-7f16-4cb7-be15-6c906ea4a6d9;8289;39.3467;-0.3192;50
ALPFOR;https://deims.org/c1a298f7-e53d-42a5-8fd0-29088bed4439;8290;46.5765;8.42143;2450
Polana Biosphere Reserve (Hukavsky grun);https://deims.org/e4548296-426c-4e08-a517-d177d8ad5239;8291;48.6428;19.5394;850
Pallas-Sodankyl� LTER observatory;https://deims.org/b0edd1d7-4fe7-4945-a366-4e9ff21e9dd3;8292;67.7083;25.4083;221
Illas Atlanticas / Pontevedra (ES-SNE);https://deims.org/4240428e-0c36-47b7-bf49-666b99a4a183;8293;42.55;-8.88333;25
DFG Exploratories for large-scale and long-term functional biodiversity research;https://deims.org/c30b3989-2703-4d99-87e2-273272558176;8294;50.8675;11.2117;380
DFG_Biodiversity_Exploratory_Hainich-Duen;https://deims.org/56c467e5-093f-4b60-b5cf-880490621e8d;8295;51.158;10.4762;400
Alptal-Nitrogen-addition;https://deims.org/a8b05bd1-2fb0-422f-8b99-4e18f180395e;8296;47.044;8.713;1200
LWF Schaenis;https://deims.org/049de4d9-d7db-4b2c-ace5-de8873f5d277;8297;47.1650464;9.0670726;713
LWF Alptal;https://deims.org/9e1c8ec8-a407-426a-8410-05180b96e75a;8298;47.0486366;8.7125782;1160
LWF Beatenberg;https://deims.org/f6a6b3e0-9a39-4fe3-8ae5-24d833b8ad26;8299;46.7003438;7.7623374;1511
LWF Bettlachstock;https://deims.org/c30ed2e5-41b0-4f2b-992c-2bd96b3cdba1;8300;47.2251551;7.4166536;1150
LWF Celerina;https://deims.org/8cb52b19-4720-4212-90f0-599375219c5b;8301;46.4921451;9.8888024;1860
LWF Chironico;https://deims.org/b8c789be-5fa5-42cc-b280-6e1a2b73639b;8302;46.4468172;8.812172;1370
LWF/ETH Seehornwald Davos;https://deims.org/a547dab2-859a-414c-b148-0e7df8de5773;8303;46.8153458;9.8552112;1650
LWF Isone;https://deims.org/06af0bf1-7ddf-40c8-b4b8-d3602c1f9599;8304;46.1248982;9.0080555;1220
LWF Jussy;https://deims.org/fa36576a-6409-41d4-96ae-67f2a3d7e085;8305;46.2298528;6.2908547;501
LWF Lantsch;https://deims.org/56188252-b48f-47a2-97d9-83283a2b4975;8306;46.6980544;9.5646678;1470
LWF Lausanne;https://deims.org/e60f9991-daf7-448c-9b78-44b00be86f6d;8307;46.5837664;6.6580421;807
LWF Lens;https://deims.org/dda5ccfa-3fd3-447c-bf61-08a02a3d8374;8308;46.2685558;7.4359392;1063
LWF Nationalpark;https://deims.org/02ebdc77-d35c-4e19-ad7b-31a65885e7df;8309;46.662501;10.2300874;1900
LWF Neunkirch;https://deims.org/e7c82a90-eee2-4e42-b90d-c0531a59e306;8310;47.6837031;8.535683;581
LWF Novaggio;https://deims.org/27988972-7e28-4fc2-a5e0-8d30d0f5dabd;8311;46.0226119;8.8341613;949
LWF Othmarsingen;https://deims.org/9d082cc6-3282-4469-8d7b-05fa3e13489a;8312;47.3995354;8.2267566;483
LWF Visp;https://deims.org/f5f1ceef-2fda-40a0-8e00-4ed9ea002f0f;8313;46.2968789;7.8583245;695
LWF Vordemwald;https://deims.org/064c3ef6-5aa5-4c91-bfb5-e3e07fa17059;8314;47.2740627;7.8867633;480
OZCAR-RI Aurade Experimental Catchment;https://deims.org/6f4ee641-2339-4006-b815-6e2ca6c6b0bf;8315;43.559;1.06434;220
Stillberg;https://deims.org/669bef3e-2baf-4268-b4a7-20dab3f58ed3;8316;46.77;9.87;2100
Antarctica;https://deims.org/d8000a4d-76fa-47c9-85c4-3f28380741f5;8318;-62.6337;-60.3479;600
River Salaca;https://deims.org/81a2b50d-76ea-426b-8e5b-0560dc07ee57;8319;57.8;24.3333;20
Rodnei Calimani;https://deims.org/9350a1d0-a835-408f-a96c-7454e24368f5;8320;47.3217;24.9558;1450
Fundata-beech;https://deims.org/934255b2-82d5-4f52-81c2-9297208d3fbf;8321;45.4331;25.2697;1461
OZCAR-RI ObsErA - Capesterre - Prise d'eau;https://deims.org/53160dd8-c2c2-4773-9146-deb1c2b30fcf;8322;16.072;-61.6093;756
Asko Laboratory;https://deims.org/c47d3056-6778-40d8-936f-a508eff015be;8323;58.8382;17.599;5
Lednice - Horni Les;https://deims.org/c209b1f3-ef90-47c2-a57e-bfc80ea82ac2;8324;48.8;16.7833;164
DFG_Biodiversity_Exploratory_SchwaebischeAlb;https://deims.org/a51f9249-ddc8-4a90-95a8-c7bbebb35d29;8326;48.4374;9.38938;660
DFG_Biodiversity_Exploratory_Schorfheide-Chorin;https://deims.org/4d7b73d7-62da-4d96-8cb3-3a9a744ae1f4;8327;53.0071;13.7695;75
LTER Marechiara;https://deims.org/0b87459a-da3c-45af-a3e1-cb1508519411;8328;40.816;14.25;-35
Cerknica Lake;https://deims.org/9026e5f2-af78-4610-8e8a-bd73466da65c;8330;45.4459;14.222;546
?kocjan Caves;https://deims.org/4d5e8006-f211-467e-b942-8626576a0e0f;8331;45.3944;13.5918;425
Postojna-Planina Cave System;https://deims.org/b5bcf1f8-b905-4190-bb82-12d0d73904d0;8333;45.7751;14.2134;680
?umava mires;https://deims.org/86f772ca-7da6-4269-9580-cce28eead36c;8334;49.0219208;13.4404717;1100
Mountain catchment;https://deims.org/fe549052-0fca-45dc-9fc3-77dfb6a05ee0;8335;50.7148;15.7041;1140
OZCAR-RI M-TROPICS/BVET;https://deims.org/9e9bd9c6-8a13-4705-a539-f3b8d42ed9cc;8336;3.166;11.83;685
OZCAR-RI M-TROPICS/BVET;https://deims.org/a7abdd64-77bc-4a05-895e-eb9f965c70b4;8337;11.73;76.45;850
OZCAR-RI SNO_KARST MEDYCYSS-Multi scalE observatory of flooD dYnamiCs and hYdrodynamicS in karSt;https://deims.org/5b5ca767-0993-429c-8e58-a7efa39c936a;8338;43.716509;3.850393;150
OZCAR-RI Draix-Bleone observatory;https://deims.org/be7fcb7d-d3c2-486d-a437-4754d18ca1ca;8339;44.13;6.35;1050
OZCAR-RI SNO_KARST Jurassic Karst site;https://deims.org/6544abc3-1994-4ccd-9b85-95acbaf02712;8340;47.1;6.2;600
Ordesa y Monte Perdido / Huesca ES;https://deims.org/829a2bcc-79d6-462f-ae2c-13653124359d;8341;42.467;0.028;2000
South-Moravian floodplain forests;https://deims.org/e742a1a7-61d2-4e65-8fef-2e809fd3963e;8342;48.6669;16.9456;153
Beskydy natural forests;https://deims.org/cdda5581-80f7-4c9c-92c9-9d068404d8be;8343;49.4486;18.5222;745
Zofin natural forests;https://deims.org/8808a392-5f31-4760-8faf-a6a7bac80f73;8344;48.6664;14.7067;782
Sumava natural forests;https://deims.org/b6712df0-d8c8-43d9-9082-eab970cb64cf;8345;48.9325;13.8253;938
Isola di Pianosa;https://deims.org/29728230-1607-4143-a40d-1e6d27e383a8;8346;42.584217;10.075131;18
OZCAR-RI OHGE Strengbach Watershed OHGE Observatoire Hydro-G�ochimique de l'Environnement;https://deims.org/26cfa0da-c5bc-489f-8490-beee0e79a9de;8347;48.38;7.33;1000
Var-hegy Forest Reserve Site;https://deims.org/81a810d3-b94a-40f3-8862-d5ec13ca5bf9;8348;47.9594;20.4389;500
National Park Bavarian Forest;https://deims.org/993ed2fc-1cb0-4810-a619-8bcf78b6ecee;8349;48.960629;13.395191;950
OZCAR-RI HYBAM Hydrology and Geochemistry of the Amazon basin;https://deims.org/dcf3a984-01c9-4f62-a123-2810cb172464;8350;-6;-60;
Montagna di Torricchio;https://deims.org/6b62feb2-61bf-47e1-b97f-0e909c408db8;8351;42.9614;13.0192;1260
Lago di Como;https://deims.org/58036d71-8141-40c3-a0f2-50b8bd1bcddc;8352;45.9967;9.25751;198
Bornhoeved Lake District;https://deims.org/2aedc444-7007-4d07-877c-0abf528b0ecd;8353;54.099;10.24;40
Allt a'Mharcaidh;https://deims.org/b7f692ef-10b0-432e-ab42-a3e9b764c5cc;8354;57.1167;-3.86667;718
Birnie Burn;https://deims.org/8747ccf7-52af-4a83-a558-71a768b81a30;8356;56.9;-2.55;241
Bradgate Brook;https://deims.org/b9263e0a-7072-4959-b255-e05d54455834;8357;52.6833;-1.21667;101
Alice Holt;https://deims.org/d47ec839-5d20-4315-9f88-1e9edbab22e8;8358;51.1833;-0.85;77
Cringle Brook;https://deims.org/b1aee838-903a-438f-8d6a-d81b5073849b;8359;52.8333;-0.63333;113
Esthwaite Water;https://deims.org/892c8613-4a21-40b5-a2e9-1036c63ca31f;8360;54.35;-2.98333;177
Glensaugh;https://deims.org/1c4d454d-0c00-49f9-a7fe-3a3e596c3648;8361;56.9;-2.55;241
Hickling Broad;https://deims.org/a8715fd4-6280-4435-a8f1-fda1ddb7eac0;8362;52.7333;1.56667;1.5
Hillsborough;https://deims.org/371c5259-6f38-4aa7-9517-c56f608c62cc;8363;54.45;-6.0667;167
Llyn Llagi;https://deims.org/744bfb9e-298d-445e-8ea8-0c392be327d2;8364;53.0143;-4.01558;445
Loch Davan;https://deims.org/7e685712-5b3f-40e2-86fa-14125260efa1;8365;57.0833;-2.91667;550
Loch Dee;https://deims.org/609ac1a8-a655-444a-8feb-e71d5099e293;8366;55.0833;-4.38333;225
Loch Katrine;https://deims.org/65014264-cb25-408c-94c7-f6b57acc3b5d;8367;56.2333;-4.43333;520
Loch Kinord;https://deims.org/9fa171d2-5a24-40d3-9c06-b3f9e9d0f270;8368;57.0667;-2.91667;550
Loch Lomond;https://deims.org/21a1f523-f232-4523-a72c-491cdbce1d57;8369;56.2167;-4.68333;502
IT11-Himalayan Lakes;https://deims.org/53c835b3-9ecb-4613-9b96-6b36356e83a8;8370;27.9635;86.813;5140
Lochnagar;https://deims.org/9d80adab-698e-4d8a-a1ab-a37cb54d7fba;8371;56.95;-3.21667;947
Lough Erne;https://deims.org/177075bb-c0bb-40f2-81f7-b0a25bf029bd;8372;54.4667;-7.81667;42
Lough Neagh;https://deims.org/a7f8c0f4-e90f-4fa1-bbba-2daadeaf7a8c;8373;54.55;-6.38333;10
Lower River Clyde;https://deims.org/fcdaea9d-886b-4109-8093-9e76b47d4305;8374;55.85;-4.23333;250
Nant Teyrn;https://deims.org/11dbfa58-3951-4e9a-b2e0-1d5d4fbfe8b3;8375;53.072471;-4.026817;740
North Wyke;https://deims.org/4fbe4bf9-e342-4412-8f0c-c75aff08a8ca;8376;50.7667;-3.9;159
Lago Piramide Superiore;https://deims.org/9c6df1bb-29ee-4db0-8c72-03cf67ac7be5;8377;27.965;86.811;5213
Lago Piramide Inferiore;https://deims.org/81535ac1-1401-495e-a786-17be3a95f1c6;8378;27.962;86.815;5067
Colognole TOS1;https://deims.org/fdd9b462-d2a9-441a-80a1-f4e8947f5577;8379;43.5094;10.4386;150
Monumento Naturale Torre Flavia (Roma);https://deims.org/e618c7ca-2b92-46cb-9156-d87336c5a81f;8380;41.9667;12.05;2
Ficuzza SIC1;https://deims.org/ec2bba9a-365f-45d8-9e0d-229de0f41332;8381;37.9;13.4;940
LTER Ria de Aveiro;https://deims.org/dfc24538-730e-4e4b-9f04-8e84608b9999;8382;40.67166;-8.703898;543.5
Monte Rufeno LAZ1;https://deims.org/05e96829-e64a-48d3-a96d-de2aa4cde146;8383;42.8306;11.9028;690
Old Lodge;https://deims.org/49066ab8-0e7e-437e-9b17-de4d65e378ae;8384;51.0333;0.06666;160
Owenkillew River;https://deims.org/6f5c2088-c16b-4c3b-8a0a-ceac7ac7ceff;8385;54.70749417;-7.04822055;325
River Bure;https://deims.org/3b7e3af6-779c-4441-b9b6-94c06e7e197a;8386;52.7167;1.35;52
River Bush;https://deims.org/427c0c96-2835-4538-be1a-4b2c484bf00d;8387;55.2;-6.51667;245
River Coln;https://deims.org/7acc389f-6262-417f-bd45-d38810d45ff5;8388;51.75465393;-1.82532846;172
River Coquet;https://deims.org/e6cdc394-033f-481b-815f-b0b95d3e43c1;8389;55.3333;-1.63333;408
River Cree;https://deims.org/f31c8242-7355-4d50-aee3-276fb7c1381d;8390;54.95;-4.46667;425
River Eden (Cumbria);https://deims.org/237d419d-ae65-4132-a07b-83727e52c751;8391;54.6333;-2.6;447
River Eden (Fife);https://deims.org/2bea9b9a-fcd5-4890-971c-99717be1175e;8392;56.3167;-2.93333;270
River Eden (Kent);https://deims.org/ddfc3f5e-8f0c-45eb-81f1-e75f5a9a693f;8393;51.1667;0.16667;130
River Esk;https://deims.org/0ce75f99-bd31-4188-b646-b89d23aea4f0;8394;54.4667;-0.61667;223
River Ewe;https://deims.org/92053541-f60e-456d-88f6-39e5bd50615f;8395;57.75;-5.6;478
River Exe;https://deims.org/b8e9402a-10bc-4892-b03d-1e85fc925c99;8396;50.8;-3.5;239
River Frome;https://deims.org/b623d509-112f-4166-8f2d-12d77d6be2c2;8398;50.6667;-2.15;136
River Garvary;https://deims.org/48752f7d-1553-4815-8784-67f90585b69d;8399;54.5;-7.96667;115
River Lambourn;https://deims.org/1f9511d8-d7da-4fe4-be32-4ceae9e9660e;8400;51.4167;-1.35;116
River Lathkill;https://deims.org/d3cf4bce-5245-4786-935a-3862fe8b2b11;8401;53.1667;-1.66667;285
River Spey at Fochabers;https://deims.org/ba32773a-3ea9-425a-bfb5-5f2c7f49cbd2;8402;57.6167;-3.1;626
River Stinchar;https://deims.org/31d91695-2f60-4cc4-aa75-efa5d520423d;8403;55.0833;-5;300
River Tweed;https://deims.org/895b290c-9e0c-43de-a2e6-508104a0f2e6;8404;55.6;-2.76667;240
River Wye;https://deims.org/8621ae64-cacb-4aeb-a32c-848b98141075;8405;51.7833;-2.66667;382
Rothamsted;https://deims.org/cb340d4c-e6e5-465a-b0cb-d6c613fa5541;8406;51.804;-0.372;83
Scoat Tarn;https://deims.org/790d6278-7631-4597-8cb1-8862e5e9d212;8407;54.48197174;-3.2995758;650
Sourhope;https://deims.org/125d4667-0fae-418d-88ff-7d9930809d12;8408;55.48985291;-2.21203446;454
Upton Broad;https://deims.org/4d1122a3-4f61-418c-b6de-6f95bba32fba;8409;52.65;1.51667;1.5
Windermere;https://deims.org/2b4ed6fa-ce83-4a75-af65-2cfa497ff5ba;8410;54.3833;-2.95;395
Loch Leven;https://deims.org/fa7f524d-a414-4f91-8e18-16d57192fc0c;8411;56.1833;-3.38333;302
Wroxham Broad;https://deims.org/1803f937-7e3c-40e0-9b37-582b42793fec;8412;52.6833;1.4;2
Afon Gwy;https://deims.org/22a26965-bb9c-4ec4-b149-f815fdeb86ac;8413;52.4539;-3.73202;555
G�rdsj�n;https://deims.org/c7f490fb-76a4-4d6c-ba3e-2fd2f33822ec;8414;58.054;12.0186;120
Afon Hafren;https://deims.org/2f115521-9450-4c11-ad7c-b6f10367d232;8415;52.4749;-3.70487;522
Allt na Coire nan Con;https://deims.org/b61a0066-bafb-406f-8a1e-5323ed93a4ff;8416;56.7592;-5.61074;380
West Polesie Biosphere Reserve;https://deims.org/0d769440-a36d-424b-8b32-1ae19812d72c;8417;51.5083;22.415;170
Bothnian Bay LTSER Platform;https://deims.org/5a34d4da-f278-4c4c-8cc9-ec5854df54e0;8418;64.2667;24.0833;1
Kuusamo LTSER;https://deims.org/5132461b-1ce3-4e18-9aa5-005d0bf2e956;8419;65.58;29.11;255
Northern LTSER Platform;https://deims.org/9efa71db-d3e8-4018-930f-c1fa9a1aaf99;8420;68.8962;21.771;180
Dargall Lane;https://deims.org/a9afea55-8290-4866-b80c-2828d1ea05ca;8422;55.0782;-4.42893;488
Narrator Brook;https://deims.org/6a321fce-0467-4796-b84c-7969d5f9a796;8423;50.5004;-4.00572;340
LTER Fulophaza Site;https://deims.org/b4b76a9a-cbf9-4739-9162-83a31798ff0d;8424;46.8778;19.4064;110
Val Masino LOM1;https://deims.org/68a5673c-9172-48cc-88e5-b9408b203309;8425;46.2378;9.55444;600
Bugac-Bocsa-Orgovany Site;https://deims.org/609e5959-8cd8-44a0-ab42-eda521cd452a;8426;46.7183;19.5281;112
Orgovany Site;https://deims.org/836eff05-d491-4130-b4d2-ee2a261d3ded;8427;46.7833;19.4667;108
National Park Mueritz;https://deims.org/3ef67697-1cad-415a-987b-573fe3834dcd;8428;53.4292;12.9411;85
Arctic-alpine tundra;https://deims.org/48660128-e478-42a4-91f8-b83a8735ba50;8430;50.7666;15.5398;1350
OZCAR-RI ObsErA - Bras-David - Maison de la For�t;https://deims.org/ee79db03-e505-4148-9e39-229fe9a3495d;8431;16.17602;-61.69324;496
Abisko Scientific Research Station (LTER);https://deims.org/64679f32-fb3e-4937-b1f7-dc25e327c7af;8434;68.3483;18.8167;385
Certoryje-Vojsicke Louky meadows;https://deims.org/4c8082f9-1ace-4970-a603-330544f22a23;8435;48.8542;17.4261;400
Mooring D: Western Ross Sea;https://deims.org/b4121cd7-8b02-4872-b1d2-516d1c02056a;8437;-75.133;164.542;-1157
Erken Laboratory (LTER);https://deims.org/2c560a19-85bb-4e3b-b41f-9f1d06c6e0d6;8438;59.8352;18.6334;10
Burnmoor Tarn;https://deims.org/5559bc3a-10b4-492f-875d-67378af4c1df;8439;54.4282;-3.25942;253
Grims� Wildlife Research Area (LTER);https://deims.org/ba81bcc6-8916-47f3-a54a-5ac8ebe1c455;8440;59.7289;15.4723;105
L�nnstorp research station;https://deims.org/d733f936-b0b6-4bc1-9ab5-6cdb4081763a;8441;55.66917;13.1027;10
Asa Field-research Infrastructure (LTER);https://deims.org/13b28889-ed32-495a-9bb6-a0886099e6d9;8442;57.164325;14.782713;200
Svartberget Field-research Infrastructure (LTER);https://deims.org/c0705d0f-92c1-4964-a345-38c0be3113e1;8443;64.244376;19.766378;275
National Park Schleswig-Holstein Wadden Sea;https://deims.org/f1e16c20-c13e-426a-97ed-d865919bd7a4;8445;54.3167;8.93333;0
Renon BOL1;https://deims.org/5d32cbf8-ab7c-4acb-b29f-600fec830a1d;8446;46.5868;11.4336;1740
Macrosito Baia Terranova (MBT);https://deims.org/7fb8e2c6-b11f-41a7-b494-44ceeb3bed2d;8447;-74.7167;164.133;-200
