name;deimsid;nid;field_coor;field_coo0;field_elev
Tenuta di Castelporziano;https://deims.org/0d2269d3-5423-4939-a30d-077c8bc38b03;8692;41.745;12.4;25
IT06-Pianosa Island;https://deims.org/3c75a812-f53b-40b6-9743-4823e9860686;8693;42.9667;10.1167;18
Transetto Senigallia-Susak;https://deims.org/be8971c2-c708-4d6e-a4c7-f49fcf1623c1;8694;43.7;13.2;0
Lago Braies;https://deims.org/c54a2c21-2079-400d-b169-5e2de8dfdf06;8695;46.6936;12.0848;1496
Lago Piccolo di Monticolo;https://deims.org/7d2699f6-ae7b-4b00-a3b0-24b24bfa1334;8696;46.4296;11.296;514
Rosalia Lehrforst;https://deims.org/77c127c4-2ebe-453b-b5af-61858ff02e31;8697;47.7037;16.2824;535
Krofdorf;https://deims.org/f73a0f95-8fb0-4755-92fc-f4b0207f5fe4;8698;50.68;8.65;280
Muntatschinig/Monteschino;https://deims.org/51d0598a-e9e1-4252-8850-60fc8f329aab;8699;46.6822;10.5827;1480
IT25 - Val Mazia/Matschertal;https://deims.org/11696de6-0ab9-4c94-a06b-7ce40f56c964;8700;46.6928;10.6157;1600
Saldur river;https://deims.org/7f479263-8f0b-447e-a33d-e08723c86184;8701;46.7118;10.6476;2000
Whim bog;https://deims.org/c80eaaac-411f-4e8f-a2c8-5ee7797576db;8702;55.7667;-3.26667;282
Tatras - alpine summits;https://deims.org/013642b8-ff75-4abd-a3de-63cc93b4b21f;8703;49.1733;19.9894;2146
Saldur River Catchment;https://deims.org/97ff6180-e5d1-45f2-a559-8a7872eb26b1;8704;46.6928;10.6157;1580
Matsch/Mazia proglacial area;https://deims.org/80c56aed-48bc-4d00-9ac0-033effeab9d2;8706;46.7681;10.7227;2500
Welverdiend-South African Wildlife College;https://deims.org/2828cadf-0ba2-4376-a185-cd1c5fc784da;9202;-23.5537;31.3273;480
Cathedral Peak Research Catchments;https://deims.org/495a527c-4b57-4daa-b783-9b1e016dbaec;9207;-28.975619;29.235789;2141
TERN Warra Tall Eucalypt SuperSite;https://deims.org/153c699b-2237-445d-9b9c-29f8acc697ab;9218;-43.098625;146.683758;100
TERN Far North Queensland Rainforest SuperSite - Daintree;https://deims.org/01d7ab82-94cd-4b53-9dc3-a409c4498895;9219;-16.103172;145.447016;66
TERN Great Western Woodlands SuperSite;https://deims.org/07939248-647d-49fb-810d-1b76b50135d4;9221;-30.191333;120.654139;
TERN South East Queensland Peri-urban SuperSite - Samford;https://deims.org/9f8d9c9d-f025-4777-a668-44578a4c6928;9224;-27.388998;152.872026;70
LTER Minho Estuary;https://deims.org/923cb154-83c9-444d-817a-cde7879c09b5;9225;41.55;-8.46;-15
Wanang;https://deims.org/96021fe4-a2ca-4007-a281-0ed2075b78d6;9226;-5.1715;145.215;100
Heathland reserve De Zoom-Kalmthoutse heide;https://deims.org/49f824b1-dd51-4bcc-b52a-619ec0d6d5bf;9229;51.24;4.25;23
LTER MIRA ESTUARY;https://deims.org/96ba6c55-a555-4e96-a3e6-14d6dfe8785b;9230;37.39;-8.43;25
Westhoek Coastal Dunes;https://deims.org/46cdd668-31b9-4629-8293-c49c03ca6fa6;9232;51.24;4.25;11
TERN Calperum Mallee SuperSite;https://deims.org/3245f5fb-bed2-4957-806f-6797b79af5e7;9238;-34.002717;140.587683;50
TERN Victorian Dry Eucalypt SuperSite - Wombat;https://deims.org/e99a9257-6654-42d3-8baf-077906ab8f00;9240;-37.4222;144.0944;700
Lonz�e;https://deims.org/c3c8a84f-ff66-4d19-8c28-42c7ed63b43d;9247;50.55159;4.74613;167
TERN Victorian Dry Eucalypt SuperSite - Whroo;https://deims.org/18293b3d-2c9a-4d03-826c-32d9ea6b5d01;9257;-36.67305;145.026214;150
Wolwekraal Nature Reserve;https://deims.org/356fac88-0041-4833-8273-b31789bc3763;9266;-33.19;22.03;550
OZCAR-RI H+ PLOEMEUR - GUIDEL CZO;https://deims.org/731f3ced-148d-4eb5-aa46-870fa22be713;9272;47.74665;-3.4286;20
TERN Litchfield Savanna SuperSite;https://deims.org/911b287a-b96b-483c-96a6-619c288237cf;9279;-13.179121;130.794355;
TERN Cumberland Plain SuperSite;https://deims.org/a1bb29d8-197c-4181-90d8-76083afd44bb;9281;-33.619017;150.738209;20
Goegap Nature Reserve;https://deims.org/3c1d1e1b-4ca9-4ab4-a83e-ceb510742832;9282;-29.688333;17.965833;1000
TERN Tumbarumba Wet Eucalypt SuperSite;https://deims.org/c694ba4c-600d-432d-874f-4cbd3f2f7cee;9292;-35.656611;148.151667;1250
Baileux - La Sormone;https://deims.org/1146f704-4085-4081-9d29-8f2e178fb9dd;9307;50.025461;4.402202;307
Gulf of Trieste;https://deims.org/f2ce5ae3-8873-4a8b-abad-d56d5d6da164;9329;45.546825;13.549606;0
Pokljuka;https://deims.org/0d3e7231-2414-429f-80bb-71f1e1fc3d17;9330;46.365497;13.936152;1397
M�ggelsee;https://deims.org/b9ad5ea6-80ab-4007-a4a1-8370236904d1;9332;52.438074;13.648776;32
Compassberg;https://deims.org/dc3a8d19-8377-4c89-a0e5-8b265174688f;9340;-31.758729;24.540031;1851
Florida Coastal Everglades;https://deims.org/e3c6768b-ae4b-4069-aecb-7385438af452;9358;25.286389;-80.893056;1.8
Delta del Ebro;https://deims.org/abd23957-60f1-491f-8529-fab05d681f5a;9373;40.67311944;0.714316667;3
Kanumazawa Riparian Research Forest;https://deims.org/1a478db9-aab4-4287-88c9-49c0461dc72a;9407;39.1103;140.855;440
Willerzie;https://deims.org/de287b65-5e6c-46ce-87da-ce0c14651fe1;9410;49.957778;4.832778;460
Doode Bemde;https://deims.org/474916b5-8734-407f-9179-109083c031d8;9413;50.816667;4.647222;30
FORBIO Zedelgem;https://deims.org/920734db-8b84-4740-8924-81a541897607;9415;51.14772;3.12022;13.5
TERN Alice Mulga SuperSite;https://deims.org/2ca71755-9cd8-4384-8c8c-a8d4ddf2c51b;9419;-22.400554;133.256893;600
National Park Hoge Kempen;https://deims.org/dae8cf66-bdca-47db-b595-7bf6c1762e00;9424;50.964926;5.626886;78
FORBIO Hechtel-Eksel;https://deims.org/aa86bc7b-55fd-414f-a605-b6e966911f31;9426;51.165;5.31167;55.5
FORBIO Gedinne;https://deims.org/112a4e80-3907-4de5-ad03-a67b920d336d;9505;49.99653;4.97689;398
FORBIO Gedinne Gribelle;https://deims.org/1a38bbe3-510d-4ee4-a67a-87dbde6b5c7b;9506;49.99653;4.97689;371.5
FORBIO Gedinne Gouverneurs;https://deims.org/45d0b473-fa37-48d5-a72d-f2b32949278e;9507;49.97614;4.98497;423.5
Dochamps;https://deims.org/528b643b-c189-4947-9e3f-f474a9159d68;9511;50.225;5.619167;565
Mellier;https://deims.org/c9cf7c25-b4fa-4756-b731-da85a9f00e28;9515;49.773889;5.456111;425
Baelen;https://deims.org/5322912e-bd69-4cda-91b7-e7a9e45c782a;9518;50.585;6.106944;440
Tellin;https://deims.org/b2c68241-ba08-48df-809a-c6aa15af85b1;9521;50.053889;5.221667;415
VLIZ Thornton Bouy;https://deims.org/177ff4a8-9481-495e-a55a-ec7d32bf6e30;9524;51.58;2.9955;0
Forest of Meerdaal;https://deims.org/7050331b-5700-4398-9e5f-805e224202df;9527;50.8;4.65;90
Ruette;https://deims.org/06e97a1e-2eb7-4ab1-8cc9-321aebf125d2;9531;49.530556;5.575;370
Chimay;https://deims.org/3405b268-4c07-42d1-af5d-f10df316cbd8;9533;50.115556;4.280278;257
Louvain-la-Neuve;https://deims.org/42ae4e04-c4de-4727-a96d-264bafc729d7;9534;50.681111;4.601111;120
LTSER Zone Atelier Territoires Uranif�res;https://deims.org/915cb2eb-ed08-4b02-9d16-1f4d688e912b;9535;45.46;3.04;500
Nature Reserve Rode Forest and Laan Valley;https://deims.org/1bc3b61f-c5ba-40b9-9fbd-f42e9108d7d4;9542;50.7668;4.6164;55
Vielsalm Terrestrial Observatory;https://deims.org/c4c1c0ca-5a43-4d19-ab50-34dad0af44e8;9544;50.305068;5.998052;493
Valley of the Zwarte Beek (upper course);https://deims.org/bc85fae0-b54b-4abe-87cf-02a4b0c4a3f2;9550;51.1;5.33333333;55
Waroneu;https://deims.org/eb9a51f2-bed4-4c6a-8269-49b180708e2a;9554;50.566667;6.033333;390
La Robinette;https://deims.org/450ecc48-b748-49da-8b33-7955854bda78;9555;50.55;6.066667;500
Bosland;https://deims.org/a76adcb2-88ec-448e-94a4-bbf43b47c9b0;9558;51.1651;5.3088;56
Lake Kraenepoel;https://deims.org/20c3f1d4-ab1e-43b2-96b3-daaccf5fe0e3;9559;51.0758;3.4801;16
Nationalpark Mols Bjerge;https://deims.org/8407da23-d75d-4a02-a5a5-7b9701a86743;9564;56.229671;10.57195;50
TERN - LTERN - Victorian Tall Eucalypt Forest Plot Network;https://deims.org/d3ef6ead-0936-4f7b-907c-01758b7b7183;9573;-37.64701226;145.7731776;936
Patos Lagoon Estuary and Adjacent Coast;https://deims.org/4cfe9da2-916f-4ace-8ee4-63133f2be0de;9575;-32;-52.072552;0
Lake Biwa;https://deims.org/b46ca052-567f-49a7-b542-e9464db577e1;9581;35.216494;135.999264;
Kiso River;https://deims.org/22edfaa2-52be-48f0-aa0e-fddeaed6a5c2;9582;35.839016;137.684732;
Mase paddy flux site;https://deims.org/b24028db-4ea9-496d-be6c-ac8915a24cca;9584;36.05392;140.02692;11
Yamashiro Experimental Forest;https://deims.org/6f06d402-44a1-4876-8f7a-7f2549123314;9585;34.790246;135.840893;220
Sapporo Hitsujigaoka Exprimental Forest;https://deims.org/113fbc1a-7677-4885-9b75-a786f01144c0;9586;42.9965132;141.3992786;150
Mt. Hakkoda Site;https://deims.org/afc3500b-ef22-453d-a287-f4c71261a552;9587;40.35;140.47;900
Kaminagawa;https://deims.org/12ab2bff-bfa3-4dad-90ca-9cfe27e71b88;9588;38.555;139.861;520
Lake Kitaura;https://deims.org/ce49b235-02b3-4c1a-a5e6-379627277b83;9589;36.014722;140.565333;0
OZCAR-RI AgrHyS Environmental Research Observatory Site of Kervidy-Naizin;https://deims.org/9602b733-7bb8-4f51-9857-2c73c53edee3;9592;47.9722549;-2.8489779;114
OZCAR-RI AgrHyS Environmental Research Observatory Site of Kerbernez;https://deims.org/90b41a69-5fa8-402e-a82d-0b861faab304;9595;47.941573;-4.15264;30
TERN - LTERN - Nanangroe Plantation Plot Network;https://deims.org/8428d1c5-a5d8-4c93-98d5-c80a2599e6ab;9601;-34.97742844;148.4750225;667
Spanish ICP-Forest Level II Plots Network (Plot code 07Qi);https://deims.org/f1f781c4-0745-4086-86ee-0bb122f59637;9606;39.9347;-5.7931;247
OZCAR-RI H+ Larzac;https://deims.org/83b01fa5-747f-47be-9185-408d73a90fb2;9607;43.970038;3.221694;750
Parque Nacional da Serra da Bodoquena;https://deims.org/8400c6f4-1655-4d69-9c73-761401850cb0;9614;-21.18678;-56.66061;500
TERN - LTERN - Jervis Bay Booderee National Park Plot Network;https://deims.org/3407021c-b39a-4558-9579-207680c7767f;9620;-35.15125075;150.693703;5.125
North Sea Benthos Observatory;https://deims.org/50946250-c0fa-41b0-a917-17d2a3992eee;9628;57;3;-30
Araucaria Forests of Southern Brazil;https://deims.org/1ae77ae6-2ae8-4261-ba7b-5e5908c957af;9629;-26;-52;600
OZCAR-RI OTHU Yzeron experimental catchment;https://deims.org/cb1f4a9f-f6e3-4d2a-8b34-2f9c4c3f61b8;9646;45.74;4.69;600
TERN - LTERN - Connell Rainforest Plot Network - Davies Creek;https://deims.org/1a6d2a6f-e59d-42c8-90ab-3410b9f5fc04;9650;-17.02189;145.37313;701
TERN - LTERN - Connell Rainforest Plot Network - O'Reilly's;https://deims.org/52bc4c1e-fd5e-4cbe-bb74-56f243472184;9656;-28.1259;153.0736;900
TERN - LTERN - Desert Ecology Plot Network;https://deims.org/47672266-1c49-4424-9589-5fa18aae36d9;9657;-23.62274514;138.3398447;68
Belgian coastal waters and sand bank systems;https://deims.org/e83a90a3-2fb4-49bc-8991-a1d5b017ae19;9663;51.464833;2.704444;0
Simon Stevin Research Vessel;https://deims.org/64428d5d-9c8c-4f9a-9d55-e866c80ca342;9664;51.464833;2.704444;0
VLIZ Marine Observatory;https://deims.org/7c1cb7b8-8635-4d9c-8cb3-61559c8a66bc;9665;51.464833;2.704444;0
Atlantic Forest and Lacustrine System of the middle Rio Doce;https://deims.org/a262d0f8-696b-451d-b871-82aa639b99ed;9673;-19.6833;-42.5509;250
TERN - LTERN - Desert Uplands Plot Network;https://deims.org/ea08856d-5d30-4d87-85a9-88aaa999750d;9676;-20.762424;144.688969;343
TERN - LTERN - Mallee Plot Network;https://deims.org/a78ad79c-5285-4885-991c-2fb344f4f294;9679;-33.37646563;141.0956268;92
TERN - LTERN - Three Parks Savanna Fire-Effects Plot Network;https://deims.org/16f934fe-e77d-4769-8baf-c247a3ad3b71;9687;-13.238015;132.2757223;18.5
Catimbau National Park;https://deims.org/46a3452b-749c-43c8-9b3f-db457630def4;9692;-8.483792226;-37.33564922;725
Teshio Experimental Forest - North Hokkaido Experimental Forests;https://deims.org/fe74457c-6bc3-489f-b817-9c764bfeeedb;9699;44.9173;142.0197;230
Uryu Experimental Forest - North Hokkaido Experimental Forests;https://deims.org/e7bc527e-1dd1-4898-b373-e3cd3b4596bb;9700;44.364964;142.261025;408
TERN - LTERN - Tropical Rainforest Plot Network;https://deims.org/6fc31303-c4e0-4847-84e3-9abdc5531ccd;9709;-16.85778488;145.43141;193
TERN - LTERN - Upland Heath Swamps Plot Network - Dharawal National Park;https://deims.org/7da245b4-d88c-41c9-91d1-f071602f0d95;9710;-20.762424;144.688969;192
Lagamar;https://deims.org/9c10bb93-74cc-4760-98fb-ec27dcf1ebcb;9712;-25.314167;-48.695833;400
Qingyuan Forest CERN;https://deims.org/4a6ca775-329f-4f0f-97f2-bf1f04644d6d;9715;41.84114565;124.9371555;751
Dongting Lake Station of Wetland Eco-system;https://deims.org/186e2b36-a4bf-461f-899c-7787a04eea68;9716;29.5;112.8;27.23
AGCV: CERRADO - Bras�lia;https://deims.org/ac8b39fb-893d-4d0b-96e0-4218dcbfe9a3;9724;-15.966572;-47.9035;1100
Brazilian North Parana state Seasonal Atlantic Forest;https://deims.org/9085dc71-b8b6-4df0-8799-9b07134b2173;9725;-23.025358;-51.231072;500
Guanabara Bay;https://deims.org/d1920ba4-c2e0-472f-bf5d-b101f19e6b0f;9728;-22.6833;-43.0333;-10
Puding Karst Ecosystem Research Station;https://deims.org/50b9ff7d-9cba-4875-92a8-b1337d17b574;9729;26.366;105.7517;1170
Dijleland;https://deims.org/7629b584-b8dd-4da5-a4ba-4175bb985673;9730;50.8008;4.6872;63.5
TERN - LTERN - Victorian Alpine Plot Network;https://deims.org/bc1ebeac-95c3-414e-9457-ff50b3e8b586;9732;-36.95559058;147.1530611;891
TERN - LTERN - Woodland Restoration Plot Network;https://deims.org/28ea7cd3-b4d6-4537-9fb7-ab67d86a39f6;9734;-33.8724413;150.8493643;100
Cerrado-Amazonia Transition;https://deims.org/e91f1acf-baec-4ecc-b1cb-fd053d8fca6e;9738;-14.70709722;-52.35266667;250
Fondek;https://deims.org/96adc9f8-190b-4a7c-be68-e51747d872a0;9750;45.98945;13.747716;827
Gropajski bori;https://deims.org/a9a6346a-cfdd-4642-944c-7a5f55d5e447;9751;45.670203;13.861909;420
OZCAR-RI H+ Poitiers;https://deims.org/76564697-0b15-49ca-9d61-ec82ad84ac54;9752;46.556267;0.405888;125
Brdo;https://deims.org/7e3d1406-6c22-43eb-bf85-e704e3c5a70b;9753;46.28778;14.402911;471
Borovec;https://deims.org/d5544ca4-8400-4553-b7f8-9728c358f03a;9754;45.544073;14.787981;705
Lontov?;https://deims.org/e87be18b-9360-459f-81cb-ec4a53cab57a;9755;46.096138;15.062737;927
Krakovski gozd;https://deims.org/deaa845b-dbd9-42a4-a9a5-d9db2a86d4c2;9756;45.876688;15.422166;152
Murska ?uma;https://deims.org/8c280ddb-c31c-45d8-a4eb-77dac64848b3;9757;46.496003;16.510589;155
Tratice;https://deims.org/bbe12f63-af77-4b1a-88dd-a0b156323084;9758;46.458465;15.399272;1289
Ja� National Park;https://deims.org/61549175-8793-497b-9cab-9a67356eab75;9767;-1.866587;-61.60599;60
OZCAR-RI H+ Hyderabad;https://deims.org/5d8d9974-f627-469d-848b-b2034e297e8e;9772;17.294504;78.920166;363
Functional Gradient of Atlantic Forest;https://deims.org/8b627268-5fcc-4587-ad4c-46ee43077746;9774;-23.3633;-45.1123;800
Cerrado ecosystems in the region of the Tri�ngulo Mineiro and Southeast of Goi�s;https://deims.org/d0fce289-616b-45ab-bc4d-401775cdc74f;9778;-19.1;-48.24;785
OZCAR-RI H+ Majorque;https://deims.org/2b028377-640e-48f1-9a93-80f31ab665fa;9783;39.415092;2.9534783;
OZCAR-RI H+ LSBB (Low Noise Underground Laboratory);https://deims.org/9a573e9f-3dbb-44f4-82fb-e97988f2ab4c;9785;43.941204;5.483399;
Central Fluminense Mosaic of Parks and Reserves (Mosaico Central Fluminense);https://deims.org/94107b6f-3b8d-4434-b486-5ae768eaf281;9795;-22.471718;-42.909328;700
Square Kilometre Array (SKA) Meerkat Area;https://deims.org/847dd75e-18ad-4f27-ac59-dd1cf19c747f;9802;-30.684007;21.491191;1000
Kalahari Gemsbok National Park;https://deims.org/a5ab4de8-ef23-44f7-b7f0-3a286cd6e13f;9803;-26.475522;20.61386;900
Baviaanskloof;https://deims.org/d7f88fcd-337b-4caa-badc-15dbf15be2e2;9807;-33.59034;24.1396;958.5
Brazilian Oceanic Islands - PELD/ILOC;https://deims.org/030bec0b-f6ac-4840-b226-af813258b14b;9817;-3.856428;-32.421574;20
The Ecology of UHE Carlos Botelho (Lobo-Broa Reservoir) and its watershed;https://deims.org/ac126931-0ca9-419f-9e33-269b1dbe7753;9819;-22.16902778;-47.95305556;700
LTER MONDEGO ESTUARY;https://deims.org/5a38fc08-5257-4b13-8465-1d50ea166b95;9822;40.7;-8.48;10
OZCAR-RI REAL COLLOBRIER Catchments - France;https://deims.org/14d4e775-b092-4b13-beb2-2962bf86b7a3;9823;43.233;6.3;280
LTER-ESTUARIES;https://deims.org/664177a4-a21a-4f59-9601-00909e275868;9825;41.8697;-8.86498;10
STRUCTURE AND DYNAMICS OF COMMUNITIES IN COASTAL RIVERS AND STREAMS FROM THE ATLANTIC FOREST - ITANHA�M RIVER BASIN.;https://deims.org/411804c4-2661-4c15-ba0f-6507fdddb9cb;9842;-24.0848;-46.4904;450
Table Mountain Chain;https://deims.org/335104d3-5180-4038-83db-11f5166ff659;9851;-34.16667;18.375;550
Parque Nacional das Emas;https://deims.org/64e19ab3-92dc-461b-bbda-c966a7b3d0f5;9853;-18.106389;-52.927778;820
North Pantanal;https://deims.org/bc02f0d1-d77b-40a1-92b9-649f9638115b;9854;-16.51029;-56.376191;100
Atlantic Forest Remnants in Goi�s State;https://deims.org/8dfb2b7f-f950-4e17-b747-7ae7e6b9e0f3;9860;-18.934928;-51.705112;585
Namaqua National Park;https://deims.org/3c9b9a9f-08d6-436c-b88a-6105d4710650;9867;-30.165851;17.797942;853
Roggeveld post-fire plots;https://deims.org/074b344e-2e17-49f7-8efd-f0b0ed180465;9870;-31.789614;20.008944;1370
Carnarvon Experimental Farm (Biesieslaagte);https://deims.org/f980f657-9ebd-4ec7-beca-d930154bb090;9873;-31.036906;21.895758;1315
Upwelling ecosystem of Cabo Frio (RJ);https://deims.org/96fc075d-96f1-4677-bf67-5777dd2225c3;9875;-23;-42;0
CAMPOS RUPESTRES DA SERRA DO CIP�-MG;https://deims.org/6d7dd87e-2a07-4032-9be6-2b18e0466cf0;9876;-19.36694;-43.53805;1150
The Upper Paran� River Floodplain;https://deims.org/b0fdc17a-5e99-469b-98b3-d1b21336078c;9886;-22.765;-53.25694444;255
Restingas and coastal lagoons of the northern Rio de Janeiro;https://deims.org/2b5da7e6-e2ac-4067-b840-4550df9552d9;9898;-22.17638889;-41.53027778;5
Abrolhos Bank;https://deims.org/a497328f-1e2d-416c-bc25-6ccf31965af4;9910;-18.306802;-38.511069;0
Uatum� Sustainable Development Reserve;https://deims.org/0bde5983-b296-4237-abdb-8fcc90f165f5;9914;-2.1;-59;45
Camargue Biosphere Reserve;https://deims.org/2104c05c-3b60-46f8-9ebd-da86695f2ede;9926;43.540509;4.566664;0
Samaria National Park;https://deims.org/42fff684-eaf8-455b-a105-6affb609d64d;9927;35.2894858;23.9214661;1860
Peneda-Ger�s;https://deims.org/b1b47b83-fac5-4ca9-be17-65e367a70c58;9936;41.8386561;-8.2415908;
Ohrid and Prespa;https://deims.org/fd82e174-fe05-4cfa-b30a-82aee361d258;9938;40.97418;20.94131;1490
Hardangervidda National Park;https://deims.org/e932fc1f-416e-45a7-836c-3a9ebbbf1baa;9940;60.1040713;7.473547;1100
Abisko National Park;https://deims.org/f0b67e0d-d3f0-483b-adf0-99ca7bcdcc26;9944;68.3204103;18.7;1191
La Palma Island;https://deims.org/e4b06c68-9a26-4b9a-9fe6-dc65a87c0b63;9950;28.6551008;-17.8557875;1200
Murgia Alta;https://deims.org/bbd428c6-c4b8-4f47-9298-2b969d38a664;9952;41.0044279;16.3149389;500
Kruger National Park;https://deims.org/8fb35fc0-08bc-480a-b779-afd01e89cac2;9962;-24.025157;31.455117;140
Pelagos Sanctuary;https://deims.org/0fb65931-5eeb-4645-bf0b-6170adbd1131;9964;43.273621;9.011637;0
Cap Corse MPA;https://deims.org/dfb77c1a-9e86-4c76-bcbd-8b202ce1f156;9965;42.847785;9.406651;0
Mediterranean LME;https://deims.org/cee1cc87-da10-4726-bcb0-32cded15c31a;9967;35.830465;17.347588;0
Tatra National Park;https://deims.org/2cfd89fe-e561-4551-9ae3-78ad8a8a4d72;9970;49.270893;19.981755;1650
Tatra Mountains Biosphere Reserve PL-SK;https://deims.org/c4bbebb0-f5e4-43c3-9cf8-6bb946e7173d;9972;49.231538;19.963489;1800
R�union National Park;https://deims.org/c8779bc7-0033-4513-8da4-cfde210ffb4d;9975;-21.115141;55.536384;
Baltimore Ecosystem Study;https://deims.org/c74174af-63ea-4783-9748-cabf980cdc22;9982;39.216607;-76.663096;100
Konza Prairie LTER;https://deims.org/a635d4dc-6a74-4947-b3d1-5c88b3a441c7;9990;39.095385;-96.574987;360
Coweeta LTER;https://deims.org/fb0f608e-c441-47a2-9735-0ecb1e98c2b7;9993;35.04826;-83.45428;1142
TERN Far North Queensland Rainforest SuperSite - Robson Creek;https://deims.org/ef223049-cffa-4477-aee6-04784b6d8a45;9999;-17.127134;145.607253;700
TERN South East Queensland Peri-urban SuperSite - Karawatha Forest;https://deims.org/f15bc7aa-ab4a-443b-a935-dbad3e7101f4;10003;-27.630083;153.079877;90
Pallas-Sodankyl� LTER Observatory;https://deims.org/43c0340a-3ee4-4d4d-afc5-ccfffe176094;10014;68;24.03;300
LTSER Veluwe;https://deims.org/bef0bbd2-d8a9-4672-9e5b-085d049f4879;10015;51.8;5.8;50
Montado in Alentejo Natura 2000 sites;https://deims.org/10e6a0e2-a593-43d0-b915-31ec6e2d840e;10030;38.4855;-8.4855;195
Pasoh Research Forest Reserve;https://deims.org/51d6f528-89e8-41bc-908c-93384634d3a9;10154;3.12482912;102.3074341;
TERENO - Harsleben;https://deims.org/c945abe4-3d40-46d1-b5d0-33127c35c6ab;10173;51.843905;11.074772;143
IT04-Mediterranean forest;https://deims.org/5355f2c8-2f10-440d-9faf-72611855a259;10209;43.519;10.4273;590
LTSER Platform Hydrologic Observatory of Athens;https://deims.org/3bb4e99f-dc55-4a6b-819d-9081247d8201;10236;38.04697;23.698883;281.4
Navarino Environmental Observatory;https://deims.org/fd56551c-3760-4b18-90ea-90fe95ca8120;10238;36.993249;21.656048;11.3
Finokalia Atmospheric Observatory;https://deims.org/d16cc035-054d-4b0e-9e19-6e9ec10aecd0;10239;35.337718;25.66975;250
Lesvos Biodiversity Observatory;https://deims.org/5a29e045-e8e0-49bc-b60c-fe640389aa8f;10240;39.167246;26.240962;218.1
Pinios Hydrologic Observatory;https://deims.org/d375c09a-74ac-4d97-88b0-2edf5561ca49;10241;39.713069;22.764836;634.1
Boknis Eck Time Series Station (SW Baltic Sea);https://deims.org/297379be-681f-4368-be0b-6b534de72cd8;10246;54.51667;10.04167;0
IT20 - Central Italy coastal dunes;https://deims.org/6d7ffd99-40e1-4f0d-ad26-6904581dbe9b;10261;41;13;20
IT21 - Lake Trasimeno;https://deims.org/35b099dd-dd9c-4578-9cfc-75539b943d32;10262;43.133;12.1;256
Mar Piccolo of Taranto;https://deims.org/ede24c6e-9cf2-4cf8-8bf7-36ba327403b4;10263;40.4817;17.2818;11.44
NINA Aquatic Research Station;https://deims.org/f14a3e3e-96a6-4071-a8c6-08110ce45b85;10278;58.90451971;5.64332;10
Ecological research site of Mt. Jumbongsan;https://deims.org/57fd3758-3470-4564-a6e5-61a41c8caf82;10307;38.01743;128.0819;763
Negev highland;https://deims.org/a35d8356-d3d4-41c2-aa34-d59e09b01971;10378;30.79316;34.772014;800
"Marine research station ""Zmiinyi island""";https://deims.org/ff4a25df-809d-46b6-ae68-a5dccc5f34ab;10379;45.256111;30.201055;17
Landscape Lab in the Mondsee catchment - University of Salzburg;https://deims.org/48c736a8-998b-42d8-a3ec-fbe6a5b66c7f;10383;47.817399;13.153995;600
"Research monitoring station ""Petrodolinskoye""";https://deims.org/247e62ce-cb15-43f7-b3ea-55e819646a65;10384;46.456144;30.336094;66
Mondsee catchment - University of Salzburg;https://deims.org/65dc1e33-db7c-486c-bbde-699210b26158;10390;47.817399;13.153995;693
Hydrological Open Air Laboratory HOAL Petzenkirchen;https://deims.org/11864430-034e-44c0-adb0-cc34c2ecd167;10446;48.154917;15.148333;
OZCAR-RI CRYOBSCLIM Saint-Sorlin Glacier;https://deims.org/9d2066e6-e417-422e-940a-89314050a0df;10461;45.160584;6.16061;3000
OZCAR-RI CRYOBSCLIM Argentiere glacier;https://deims.org/26eb1764-b48d-4074-acd3-511bdb07aff9;10465;45.944977;6.996095;2500
OZCAR-RI CRYOBSCLIM Mer de Glace Glacier;https://deims.org/f436f990-2b02-4ac4-b27b-bcc7ad349ac6;10468;45.90264;6.942368;2500
OZCAR-RI CRYOBSCLIM Gebroulaz glacier;https://deims.org/6104439f-0a63-469d-91bd-5045961f6740;10470;45.298346;6.627209;3000
OZCAR-RI CRYOBSCLIM Sarennes Glacier;https://deims.org/c966ef2d-83b8-48af-9217-5c030d585ae1;10477;45.116619;6.111913;3000
OZCAR-RI CRYOBSCLIM Dome C site;https://deims.org/13ee3167-efbc-4046-a74e-11156b58bb81;10479;-75.1;-123.33;3200
OZCAR-RI CRYOBSCLIM Cap Prud'Homme Site;https://deims.org/4a405a4b-5eed-40a7-be42-bfda96d02c00;10481;-66.692889;139.909191;100
OZCAR-RI CRYOBSCLIM Zongo Glacier;https://deims.org/909de1ca-4845-46f4-9655-9ef172b454f1;10488;-16.25;-68.167;5500
OZCAR-RI CRYOBSCLIM Mera glacier;https://deims.org/909651a4-87aa-4cc2-834e-2490cc05b45d;10493;27.71;86.86;5800
OZCAR-RI CRYOBSCLIM Ossoue Glacier;https://deims.org/a8da96ac-da70-457b-a66b-521f11eb017b;10495;42.77;0.14;3000
OZCAR-RI CRYOBSCLIM Col du Dome;https://deims.org/f9e98e95-bc37-4afe-8150-c96d36de4ec5;10496;45.8432;6.8519;4250
OZCAR-RI CRYOBSCLIM Deux Alpes;https://deims.org/a02a26c5-1113-4207-84d7-6bd64107a712;10500;45;6.19166;3000
OZCAR-RI CRYOBSCLIM Aiguille du Midi;https://deims.org/69452a1c-841f-4f80-be28-61bdd99ac8b7;10502;45.878403;6.887625;3750
